Type,Price,Bedrooms,Bathrooms,Area,Furnished,Level,Compound,Payment_Option,Delivery_Date,Delivery_Term,City,Price_Category,Area_Category,Price_per_sqm,in_Compound,Immediate_Move
Twin House,1320000.0,4.0,4.0,296.0,Unknown,0.0,Unknown,Installment,0.0,Semi Finished,New Cairo - El Tagamoa,Standard,Very Large,4459.459459459459,0,1
Stand Alone Villa,6500000.0,3.0,3.0,300.0,Unknown,0.0,Unknown,Cash,0.0,Finished,Sheraton,Luxury,Very Large,21666.666666666668,0,1
Stand Alone Villa,3500000.0,5.0,4.0,343.0,Unknown,0.0,Unknown,Cash or Installment,0.0,Unknown ,New Cairo - El Tagamoa,Premium,Very Large,10204.081632653062,0,1
Stand Alone Villa,8000000.0,3.0,5.0,274.0,Unknown,0.0,Palm Hills Katameya Extension,Cash,0.0,Core & Shell,New Cairo - El Tagamoa,Luxury,Very Large,29197.080291970804,1,1
Stand Alone Villa,9000000.0,3.0,5.0,300.0,Unknown,0.0,Palm Hills Katameya Extension,Unknown Payment,0.0,Core & Shell,New Cairo - El Tagamoa,Luxury,Very Large,30000.0,1,1
Twin House,7500000.0,3.0,5.0,360.0,Unknown,0.0,Palm Hills Katameya Extension,Cash,0.0,Core & Shell,New Cairo - El Tagamoa,Luxury,Very Large,20833.333333333332,1,1
Stand Alone Villa,12500000.0,3.0,5.0,410.0,No,0.0,Palm hills golf extension,Cash,0.0,Core & Shell,New Cairo - El Tagamoa,Elite,Very Large,30487.80487804878,1,1
Stand Alone Villa,1200000.0,4.0,3.0,357.0,Unknown,0.0,Al Maqsad,Cash or Installment,3.0,Core & Shell,New Capital City,Standard,Very Large,3361.344537815126,1,0
Stand Alone Villa,6800000.0,5.0,5.0,265.0,Unknown,0.0,Unknown,Cash,0.0,Finished,Sheikh Zayed,Luxury,Very Large,25660.377358490565,0,1
Twin House,1250000.0,4.0,4.0,297.0,Unknown,0.0,Unknown,Cash or Installment,0.0,Unknown ,New Cairo - El Tagamoa,Standard,Very Large,4208.754208754209,0,1
Stand Alone Villa,13780000.0,5.0,5.0,400.0,No,0.0,La Vista City,Installment,30.0,Semi Finished,Shorouk City,Elite,Very Large,34450.0,1,0
Stand Alone Villa,6000000.0,4.0,4.0,520.0,Unknown,0.0,Mivida,Cash or Installment,0.0,Finished,New Cairo - El Tagamoa,Luxury,Very Large,11538.461538461539,1,1
Stand Alone Villa,9750000.0,4.0,4.0,420.0,No,0.0,Palm Hills Katameya Extension,Cash,0.0,Semi Finished,New Cairo - El Tagamoa,Luxury,Very Large,23214.285714285714,1,1
Stand Alone Villa,16000000.0,4.0,4.0,700.0,Unknown,0.0,Al Rabwa,Cash,0.0,Finished,Sheikh Zayed,Elite,Very Large,22857.14285714286,1,1
Stand Alone Villa,5600000.0,4.0,4.0,354.0,No,0.0,Mountain View Chillout Park,Cash,0.0,Semi Finished,6th of October,Luxury,Very Large,15819.209039548023,1,1
Stand Alone Villa,520000.0,4.0,4.0,265.0,Unknown,0.0,Taj City,Installment,3.0,Unknown ,New Cairo - El Tagamoa,Standard,Very Large,1962.2641509433963,1,0
Stand Alone Villa,25000000.0,4.0,5.0,550.0,No,0.0,Arabella Park,Cash,0.0,Finished,New Cairo - El Tagamoa,Ultra Elite,Very Large,45454.545454545456,1,1
Stand Alone Villa,16500000.0,3.0,3.0,465.0,No,0.0,Mivida,Cash or Installment,0.0,Semi Finished,New Cairo - El Tagamoa,Elite,Very Large,35483.87096774193,1,1
Stand Alone Villa,9745500.0,4.0,4.0,312.0,No,0.0,Badya Palm Hills,Cash or Installment,24.0,Not Finished,6th of October,Luxury,Very Large,31235.576923076922,1,0
Stand Alone Villa,11000000.0,5.0,5.0,650.0,No,0.0,Al Burouj,Installment,1.5,Semi Finished,Shorouk City,Elite,Very Large,16923.076923076922,1,0
Twin House,7500000.0,4.0,3.0,290.0,No,0.0,Madinaty,Cash,0.0,Not Finished,Madinaty,Luxury,Very Large,25862.068965517243,1,1
Twin House,13100000.0,4.0,4.0,318.0,Unknown,0.0,District 5 Compound,Unknown Payment,0.0,Unknown ,New Cairo - El Tagamoa,Elite,Very Large,41194.96855345912,1,1
Stand Alone Villa,14200000.0,5.0,5.0,537.0,No,0.0,Al Maqsad,Installment,0.0,Finished,New Capital City,Elite,Very Large,26443.202979515827,1,1
Stand Alone Villa,8637000.0,3.0,3.0,253.0,No,0.0,Badya Palm Hills,Cash or Installment,24.0,Not Finished,6th of October,Luxury,Large,34138.339920948616,1,0
Stand Alone Villa,4900000.0,4.0,4.0,387.0,Yes,0.0,Unknown,Cash or Installment,0.0,Finished,New Cairo - El Tagamoa,Premium,Very Large,12661.498708010336,0,1
Twin House,5800000.0,4.0,4.0,383.0,No,0.0,Grand Heights,Cash or Installment,0.0,Finished,6th of October,Luxury,Very Large,15143.60313315927,1,1
Stand Alone Villa,11500000.0,5.0,4.0,390.0,No,0.0,Madinaty,Cash,0.0,Not Finished,Madinaty,Elite,Very Large,29487.17948717949,1,1
Stand Alone Villa,2300000.0,3.0,3.0,400.0,No,0.0,Unknown,Cash,0.0,Finished,Borg al-Arab,Premium,Very Large,5750.0,0,1
Twin House,8200000.0,4.0,3.0,267.0,No,0.0,Madinaty,Cash,0.0,Not Finished,Madinaty,Luxury,Very Large,30711.610486891386,1,1
Stand Alone Villa,21668000.0,5.0,4.0,512.0,No,0.0,Palm Hills Alexandria,Installment,36.0,Semi Finished,Smoha,Ultra Elite,Very Large,42320.3125,1,0
Stand Alone Villa,9250000.0,3.0,3.0,600.0,No,0.0,Unknown,Cash,0.0,Not Finished,Madinaty,Luxury,Very Large,15416.666666666666,0,1
Stand Alone Villa,1150000.0,3.0,3.0,230.0,No,0.0,Unknown,Cash,0.0,Semi Finished,New Cairo - El Tagamoa,Standard,Large,5000.0,0,1
Stand Alone Villa,11000000.0,5.0,5.0,800.0,Unknown,0.0,Unknown,Unknown Payment,0.0,Finished,West Somid,Elite,Very Large,13750.0,0,1
Stand Alone Villa,12800000.0,4.0,3.0,304.0,No,0.0,Villette,Cash,0.0,Semi Finished,New Cairo - El Tagamoa,Elite,Very Large,42105.26315789474,1,1
Twin House,7500000.0,4.0,3.0,267.0,No,0.0,Madinaty,Unknown Payment,0.0,Not Finished,Madinaty,Luxury,Very Large,28089.887640449437,1,1
Stand Alone Villa,2800000.0,3.0,3.0,276.0,No,0.0,Madinaty,Installment,0.0,Not Finished,Madinaty,Premium,Very Large,10144.927536231884,1,1
Stand Alone Villa,4000000.0,5.0,5.0,550.0,Unknown,0.0,Unknown,Unknown Payment,0.0,Unknown ,West Somid,Premium,Very Large,7272.727272727273,0,1
Stand Alone Villa,4000000.0,5.0,5.0,462.0,Unknown,0.0,Unknown,Unknown Payment,0.0,Unknown ,West Somid,Premium,Very Large,8658.008658008657,0,1
Twin House,14500000.0,4.0,3.0,430.0,No,0.0,Villette,Cash,0.0,Finished,New Cairo - El Tagamoa,Elite,Very Large,33720.93023255814,1,1
Stand Alone Villa,14000000.0,5.0,5.0,900.0,Unknown,0.0,Unknown,Unknown Payment,0.0,Finished,West Somid,Elite,Very Large,15555.555555555555,0,1
Stand Alone Villa,14000000.0,5.0,5.0,750.0,Unknown,0.0,Unknown,Unknown Payment,0.0,Finished,West Somid,Elite,Very Large,18666.666666666668,0,1
Stand Alone Villa,15000000.0,4.0,5.0,550.0,Yes,0.0,Mountain View 2,Cash,0.0,Finished,New Cairo - El Tagamoa,Elite,Very Large,27272.727272727272,1,1
Stand Alone Villa,5600000.0,5.0,4.0,268.0,No,0.0,Sarai,Cash or Installment,36.0,Semi Finished,New Cairo - El Tagamoa,Luxury,Very Large,20895.5223880597,1,0
Stand Alone Villa,10500000.0,5.0,5.0,600.0,Unknown,0.0,Unknown,Unknown Payment,0.0,Unknown ,West Somid,Elite,Very Large,17500.0,0,1
Stand Alone Villa,7186800.0,3.0,3.0,197.0,No,0.0,Badya Palm Hills,Cash or Installment,0.0,Not Finished,6th of October,Luxury,Large,36481.21827411168,1,1
Stand Alone Villa,8000000.0,4.0,5.0,462.0,Unknown,0.0,Taj City,Installment,0.0,Semi Finished,New Cairo - El Tagamoa,Luxury,Very Large,17316.017316017314,1,1
Stand Alone Villa,8000000.0,5.0,5.0,700.0,Unknown,0.0,Unknown,Unknown Payment,0.0,Unknown ,West Somid,Luxury,Very Large,11428.57142857143,0,1
Twin House,8000000.0,3.0,4.0,340.0,No,0.0,Sodic East,Unknown Payment,48.0,Semi Finished,Shorouk City,Luxury,Very Large,23529.41176470588,1,0
Stand Alone Villa,8000000.0,5.0,5.0,650.0,Unknown,0.0,Unknown,Unknown Payment,0.0,Unknown ,West Somid,Luxury,Very Large,12307.692307692309,0,1
Stand Alone Villa,6500000.0,5.0,5.0,580.0,Unknown,0.0,Unknown,Unknown Payment,0.0,Semi Finished,West Somid,Luxury,Very Large,11206.896551724138,0,1
Stand Alone Villa,7000000.0,4.0,4.0,600.0,Unknown,0.0,Unknown,Cash or Installment,0.0,Finished,6th of October,Luxury,Very Large,11666.666666666666,0,1
Stand Alone Villa,7500000.0,5.0,5.0,600.0,Unknown,0.0,Unknown,Unknown Payment,0.0,Not Finished,West Somid,Luxury,Very Large,12500.0,0,1
Stand Alone Villa,8000000.0,5.0,5.0,680.0,Unknown,0.0,Unknown,Unknown Payment,0.0,Finished,West Somid,Luxury,Very Large,11764.70588235294,0,1
Stand Alone Villa,8500000.0,4.0,4.0,405.0,No,0.0,VGK,Cash,0.0,Semi Finished,New Cairo - El Tagamoa,Luxury,Very Large,20987.654320987655,1,1
Twin House,7300000.0,4.0,3.0,235.0,No,0.0,Unknown,Unknown Payment,0.0,Semi Finished,Sheikh Zayed,Luxury,Large,31063.82978723404,0,1
Stand Alone Villa,485000.0,3.0,3.0,216.0,No,0.0,Trio Gardens,Cash or Installment,0.0,Semi Finished,New Cairo - El Tagamoa,Budget,Large,2245.3703703703704,1,1
Stand Alone Villa,3360000.0,3.0,3.0,201.0,No,0.0,Madinaty,Installment,0.0,Not Finished,Madinaty,Premium,Large,16716.417910447763,1,1
Twin House,8200000.0,4.0,4.0,388.0,No,0.0,EL Patio 3,Cash,0.0,Semi Finished,New Cairo - El Tagamoa,Luxury,Very Large,21134.0206185567,1,1
Stand Alone Villa,5500000.0,5.0,5.0,364.0,No,0.0,Unknown,Installment,36.0,Core & Shell,Sheikh Zayed,Luxury,Very Large,15109.89010989011,0,0
Stand Alone Villa,7000000.0,5.0,5.0,720.0,Unknown,0.0,Unknown,Unknown Payment,0.0,Unknown ,West Somid,Luxury,Very Large,9722.222222222223,0,1
Stand Alone Villa,11800000.0,5.0,4.0,314.0,No,0.0,El Karma,Installment,0.0,Semi Finished,Sheikh Zayed,Elite,Very Large,37579.61783439491,1,1
Stand Alone Villa,2300000.0,5.0,2.0,320.0,Unknown,0.0,Unknown,Unknown Payment,0.0,Semi Finished,West Somid,Premium,Very Large,7187.5,0,1
Stand Alone Villa,13350000.0,6.0,5.0,601.0,Unknown,0.0,Not in Compound,Unknown Payment,0.0,Unknown ,New Cairo - El Tagamoa,Elite,Very Large,22212.97836938436,1,1
Stand Alone Villa,1600000.0,4.0,4.0,254.0,Unknown,0.0,Unknown,Cash or Installment,0.0,Unknown ,Sheikh Zayed,Premium,Large,6299.212598425197,0,1
Twin House,5500000.0,4.0,3.0,480.0,No,0.0,Unknown,Cash,0.0,Finished,Sheikh Zayed,Luxury,Very Large,11458.333333333334,0,1
Twin House,13400000.0,4.0,4.0,425.0,Unknown,0.0,Villette,Cash,0.0,Finished,New Cairo - El Tagamoa,Elite,Very Large,31529.41176470588,1,1
Stand Alone Villa,22000000.0,4.0,3.0,930.0,Unknown,0.0,Mountain View 2,Unknown Payment,0.0,Unknown ,New Cairo - El Tagamoa,Ultra Elite,Very Large,23655.913978494624,1,1
Stand Alone Villa,13500000.0,4.0,5.0,524.0,Unknown,0.0,Villette,Cash,0.0,Core & Shell,New Cairo - El Tagamoa,Elite,Very Large,25763.358778625956,1,1
Stand Alone Villa,10400000.0,4.0,5.0,337.0,No,0.0,Unknown,Installment,36.0,Unknown ,Sheikh Zayed,Elite,Very Large,30860.53412462908,0,0
Stand Alone Villa,4560000.0,4.0,3.0,254.0,No,0.0,Unknown,Cash or Installment,0.0,Unknown ,Hadayek 6th of October,Premium,Large,17952.75590551181,0,1
Stand Alone Villa,10000000.0,6.0,4.0,423.0,Unknown,0.0,Not in Compound,Cash,0.0,Finished,Sheikh Zayed,Luxury,Very Large,23640.66193853428,1,1
Twin House,6200000.0,4.0,3.0,220.0,No,0.0,Silva ,Installment,36.0,Not Finished,Sheikh Zayed,Luxury,Large,28181.81818181818,1,0
Stand Alone Villa,12400000.0,5.0,4.0,380.0,No,0.0,El Karma 4,Installment,0.0,Semi Finished,Sheikh Zayed,Elite,Very Large,32631.57894736842,1,1
Stand Alone Villa,7200000.0,4.0,4.0,446.0,No,0.0,Lake West,Installment,48.0,Core & Shell,Sheikh Zayed,Luxury,Very Large,16143.497757847534,1,0
Twin House,4900000.0,3.0,3.0,290.0,No,0.0,EL Patio 5,Cash,0.0,Semi Finished,Shorouk City,Premium,Very Large,16896.55172413793,1,1
Stand Alone Villa,10000000.0,5.0,4.0,310.0,No,0.0,El Karma 4,Installment,0.0,Semi Finished,Sheikh Zayed,Luxury,Very Large,32258.064516129034,1,1
Stand Alone Villa,3650000.0,5.0,4.0,200.0,No,0.0,Unknown,Cash,0.0,Finished,10th of Ramadan,Premium,Large,18250.0,0,1
Twin House,6400000.0,4.0,3.0,259.0,No,0.0,EL Patio Prime,Installment,3.0,Core & Shell,Shorouk City,Luxury,Large,24710.42471042471,1,0
Stand Alone Villa,12200000.0,3.0,4.0,700.0,No,0.0,Madinaty,Cash,0.0,Not Finished,Madinaty,Elite,Very Large,17428.571428571428,1,1
Stand Alone Villa,7700000.0,3.0,3.0,480.0,No,0.0,Madinaty,Cash or Installment,0.0,Not Finished,Madinaty,Luxury,Very Large,16041.666666666666,1,1
Stand Alone Villa,17500000.0,4.0,4.0,454.0,No,0.0,Unknown,Cash,0.0,Finished,Madinaty,Elite,Very Large,38546.25550660793,0,1
Stand Alone Villa,8000000.0,4.0,4.0,735.0,No,0.0,Dreamland,Cash,0.0,Semi Finished,6th of October,Luxury,Very Large,10884.3537414966,1,1
Stand Alone Villa,9000000.0,4.0,4.0,372.0,No,0.0,Unknown,Cash,0.0,Semi Finished,New Cairo - El Tagamoa,Luxury,Very Large,24193.548387096773,0,1
Twin House,8000000.0,4.0,3.0,275.0,No,0.0,Madinaty,Cash,0.0,Finished,Madinaty,Luxury,Very Large,29090.909090909092,1,1
Stand Alone Villa,11000000.0,5.0,4.0,333.0,Unknown,0.0,Unknown,Cash,0.0,Not Finished,Madinaty,Elite,Very Large,33033.03303303303,0,1
Twin House,8500000.0,4.0,4.0,450.0,Unknown,0.0,Layan,Cash,0.0,Finished,New Cairo - El Tagamoa,Luxury,Very Large,18888.88888888889,1,1
Stand Alone Villa,4890000.0,3.0,3.0,174.0,No,0.0,Unknown,Cash or Installment,24.0,Core & Shell,New Cairo - El Tagamoa,Premium,Large,28103.44827586207,0,0
Stand Alone Villa,20500000.0,5.0,4.0,605.0,Yes,0.0,Unknown,Cash,0.0,Finished,Rehab City,Ultra Elite,Very Large,33884.29752066116,0,1
Stand Alone Villa,7200000.0,3.0,4.0,410.0,No,0.0,Unknown,Cash or Installment,0.0,Not Finished,Madinaty,Luxury,Very Large,17560.975609756097,0,1
Twin House,6900000.0,3.0,3.0,280.0,No,0.0,Hyde Park New Cairo,Cash or Installment,0.0,Core & Shell,New Cairo - El Tagamoa,Luxury,Very Large,24642.85714285714,1,1
Stand Alone Villa,11600000.0,4.0,4.0,400.0,No,0.0,Hyde Park New Cairo,Cash,0.0,Semi Finished,New Cairo - El Tagamoa,Elite,Very Large,29000.0,1,1
Twin House,11200000.0,4.0,4.0,324.0,No,0.0,Cairo Festival City,Cash or Installment,0.0,Semi Finished,New Cairo - El Tagamoa,Elite,Very Large,34567.9012345679,1,1
Stand Alone Villa,6800000.0,6.0,5.0,265.0,No,0.0,Unknown,Cash,0.0,Finished,Sheikh Zayed,Luxury,Very Large,25660.377358490565,0,1
Stand Alone Villa,21000000.0,3.0,3.0,769.0,Unknown,0.0,Unknown,Unknown Payment,0.0,Not Finished,New Cairo - El Tagamoa,Ultra Elite,Very Large,27308.19245773732,0,1
Stand Alone Villa,18500000.0,4.0,4.0,660.0,No,0.0,Madinaty,Cash,0.0,Not Finished,Madinaty,Elite,Very Large,28030.303030303032,1,1
Stand Alone Villa,22200000.0,5.0,4.0,750.0,Unknown,0.0,Unknown,Cash,0.0,Not Finished,New Cairo - El Tagamoa,Ultra Elite,Very Large,29600.0,0,1
Stand Alone Villa,5500000.0,4.0,3.0,253.0,No,0.0,Madinaty,Cash,0.0,Not Finished,Madinaty,Luxury,Large,21739.130434782608,1,1
Stand Alone Villa,12500000.0,5.0,5.0,590.0,No,0.0,Stone Park,Cash or Installment,36.0,Semi Finished,New Cairo - El Tagamoa,Elite,Very Large,21186.4406779661,1,0
Stand Alone Villa,11000000.0,4.0,3.0,390.0,No,0.0,Unknown,Cash,0.0,Not Finished,Madinaty,Elite,Very Large,28205.128205128207,0,1
Stand Alone Villa,16000000.0,6.0,4.0,406.0,No,0.0,Madinaty,Cash,0.0,Not Finished,Madinaty,Elite,Very Large,39408.86699507389,1,1
Stand Alone Villa,450000.0,4.0,4.0,235.0,No,0.0,Hyde Park New Cairo,Cash or Installment,0.0,Semi Finished,New Cairo - El Tagamoa,Budget,Large,1914.8936170212767,1,1
Stand Alone Villa,7800000.0,5.0,4.0,460.0,Unknown,0.0,Etoile de Ville,Cash,0.0,Unknown ,New Cairo - El Tagamoa,Luxury,Very Large,16956.521739130436,1,1
Stand Alone Villa,14000000.0,6.0,4.0,406.0,No,0.0,Madinaty,Cash,0.0,Not Finished,Madinaty,Elite,Very Large,34482.75862068965,1,1
Stand Alone Villa,16000000.0,6.0,4.0,440.0,No,0.0,Madinaty,Cash,0.0,Not Finished,Madinaty,Elite,Very Large,36363.63636363636,1,1
Stand Alone Villa,580000.0,4.0,3.0,200.0,No,0.0,Badya Palm Hills,Cash or Installment,3.0,Finished,Sheikh Zayed,Standard,Large,2900.0,1,0
Stand Alone Villa,7205000.0,4.0,3.0,265.0,No,0.0,Unknown,Cash or Installment,0.0,Unknown ,6th of October,Luxury,Very Large,27188.67924528302,0,1
Stand Alone Villa,3500000.0,4.0,3.0,350.0,Unknown,0.0,El Reef El Orouby,Cash,0.0,Finished,Sheikh Zayed,Premium,Very Large,10000.0,1,1
Stand Alone Villa,18000000.0,5.0,5.0,460.0,No,0.0,Rehab City,Cash,0.0,Not Finished,Rehab City,Elite,Very Large,39130.434782608696,1,1
Stand Alone Villa,4600000.0,3.0,3.0,364.0,Unknown,0.0,Unknown,Unknown Payment,0.0,Unknown ,Sheikh Zayed,Premium,Very Large,12637.362637362638,0,1
Stand Alone Villa,6200000.0,4.0,3.0,506.0,Unknown,0.0,Unknown,Unknown Payment,0.0,Unknown ,Sheikh Zayed,Luxury,Very Large,12252.96442687747,0,1
Stand Alone Villa,5100000.0,3.0,3.0,378.0,Unknown,0.0,Unknown,Unknown Payment,0.0,Unknown ,Sheikh Zayed,Luxury,Very Large,13492.063492063493,0,1
Stand Alone Villa,6200000.0,3.0,3.0,506.0,Unknown,0.0,Unknown,Unknown Payment,0.0,Unknown ,Sheikh Zayed,Luxury,Very Large,12252.96442687747,0,1
Stand Alone Villa,5400000.0,4.0,3.0,426.0,Unknown,0.0,Unknown,Unknown Payment,0.0,Unknown ,Sheikh Zayed,Luxury,Very Large,12676.05633802817,0,1
Stand Alone Villa,13000000.0,4.0,4.0,560.0,No,0.0,Unknown,Cash,0.0,Not Finished,New Cairo - El Tagamoa,Elite,Very Large,23214.285714285714,0,1
Stand Alone Villa,16500000.0,4.0,4.0,600.0,No,0.0,Unknown,Cash,0.0,Core & Shell,New Cairo - El Tagamoa,Elite,Very Large,27500.0,0,1
Stand Alone Villa,18000000.0,4.0,4.0,710.0,No,0.0,Gharb Golf,Cash or Installment,0.0,Not Finished,New Cairo - El Tagamoa,Elite,Very Large,25352.11267605634,1,1
Twin House,6500000.0,3.0,3.0,220.0,No,0.0,Unknown,Cash,0.0,Finished,Madinaty,Luxury,Large,29545.454545454544,0,1
Twin House,9200000.0,4.0,3.0,307.0,Unknown,0.0,Unknown,Cash or Installment,0.0,Semi Finished,Manakh District,Luxury,Very Large,29967.42671009772,0,1
Twin House,6450000.0,4.0,4.0,247.0,No,0.0,EL Patio Casa,Cash or Installment,3.0,Unknown ,Shorouk City,Luxury,Large,26113.360323886638,1,0
Twin House,7230000.0,4.0,4.0,250.0,No,0.0,Unknown,Cash or Installment,0.0,Unknown ,Shorouk City,Luxury,Large,28920.0,0,1
Twin House,3050000.0,5.0,4.0,288.0,No,0.0,Unknown,Installment,36.0,Semi Finished,Sheikh Zayed,Premium,Very Large,10590.277777777777,0,0
Stand Alone Villa,9201000.0,6.0,5.0,554.0,No,0.0,Sodic East,Cash or Installment,0.0,Unknown ,Shorouk City,Luxury,Very Large,16608.303249097473,1,1
Stand Alone Villa,12000000.0,4.0,4.0,750.0,Unknown,0.0,Madinaty,Cash,0.0,Not Finished,Madinaty,Elite,Very Large,16000.0,1,1
Stand Alone Villa,26000000.0,4.0,5.0,756.0,No,0.0,Madinaty,Cash,0.0,Finished,Madinaty,Ultra Elite,Very Large,34391.53439153439,1,1
Stand Alone Villa,3000000.0,4.0,4.0,504.0,No,0.0,Madinaty,Installment,24.0,Finished,Madinaty,Premium,Very Large,5952.380952380952,1,0
Stand Alone Villa,4200000.0,4.0,4.0,455.0,No,0.0,Madinaty,Unknown Payment,0.0,Finished,Madinaty,Premium,Very Large,9230.76923076923,1,1
Twin House,8500000.0,4.0,4.0,380.0,No,0.0,Madinaty,Cash,0.0,Finished,Madinaty,Luxury,Very Large,22368.42105263158,1,1
Stand Alone Villa,11000000.0,3.0,3.0,525.0,No,0.0,Madinaty,Cash,0.0,Finished,Madinaty,Elite,Very Large,20952.380952380954,1,1
Twin House,13400000.0,4.0,3.0,325.0,No,0.0,El Karma 4,Installment,0.0,Core & Shell,Sheikh Zayed,Elite,Very Large,41230.769230769234,1,1
Stand Alone Villa,2140000.0,5.0,2.0,393.0,No,0.0,IL Bosco,Cash or Installment,0.0,Semi Finished,New Capital City,Premium,Very Large,5445.29262086514,1,1
Stand Alone Villa,27700000.0,4.0,4.0,420.0,No,0.0,Swan Lake,Cash,24.0,Not Finished,New Cairo - El Tagamoa,Ultra Elite,Very Large,65952.38095238095,1,0
Stand Alone Villa,2000000.0,3.0,3.0,110.0,No,0.0,Unknown,Installment,48.0,Finished,Ain Sukhna,Premium,Small,18181.81818181818,0,0
Stand Alone Villa,22000000.0,5.0,5.0,820.0,No,2.0,Bellagio,Cash,0.0,Finished,New Cairo - El Tagamoa,Ultra Elite,Very Large,26829.268292682926,1,1
Twin House,8500000.0,4.0,4.0,475.0,No,0.0,Concordia,Cash,0.0,Finished,New Cairo - El Tagamoa,Luxury,Very Large,17894.736842105263,1,1
Stand Alone Villa,13620000.0,4.0,4.0,300.0,No,0.0,La Vista City,Installment,30.0,Core & Shell,New Capital City,Elite,Very Large,45400.0,1,0
Stand Alone Villa,23000000.0,5.0,4.0,800.0,Unknown,0.0,Madinaty,Cash,0.0,Finished,Madinaty,Ultra Elite,Very Large,28750.0,1,1
Stand Alone Villa,10000000.0,4.0,4.0,450.0,No,0.0,Unknown,Cash,0.0,Finished,Madinaty,Luxury,Very Large,22222.222222222223,0,1
Twin House,4200000.0,5.0,5.0,337.0,Unknown,0.0,Palm Hills New Cairo,Installment,3.0,Semi Finished,New Cairo - El Tagamoa,Premium,Very Large,12462.908011869436,1,0
Stand Alone Villa,17000000.0,4.0,5.0,650.0,Unknown,0.0,Palm Hills Katameya,Cash,0.0,Semi Finished,New Cairo - El Tagamoa,Elite,Very Large,26153.846153846152,1,1
Stand Alone Villa,10440000.0,5.0,5.0,377.0,Unknown,0.0,Unknown,Cash or Installment,0.0,Unknown ,Shorouk City,Elite,Very Large,27692.30769230769,0,1
Stand Alone Villa,20000000.0,4.0,4.0,450.0,Yes,0.0,Madinaty,Cash,0.0,Finished,Madinaty,Elite,Very Large,44444.444444444445,1,1
Stand Alone Villa,8500000.0,4.0,4.0,328.0,Unknown,0.0,Hyde Park New Cairo,Installment,0.0,Semi Finished,New Cairo - El Tagamoa,Luxury,Very Large,25914.634146341465,1,1
Stand Alone Villa,6724000.0,5.0,5.0,339.0,No,0.0,Taj City,Cash or Installment,3.0,Semi Finished,New Cairo - El Tagamoa,Luxury,Very Large,19834.808259587022,1,0
Stand Alone Villa,7500000.0,4.0,3.0,275.0,Unknown,0.0,Rehab City,Cash,0.0,Finished,Rehab City,Luxury,Very Large,27272.727272727272,1,1
Stand Alone Villa,1400000.0,6.0,4.0,404.0,No,0.0,Unknown,Cash or Installment,0.0,Not Finished,Madinaty,Standard,Very Large,3465.3465346534654,0,1
Stand Alone Villa,7130000.0,4.0,4.0,470.0,Unknown,0.0,Hyde Park New Cairo,Installment,0.0,Semi Finished,New Cairo - El Tagamoa,Luxury,Very Large,15170.212765957447,1,1
Stand Alone Villa,560000.0,3.0,3.0,180.0,No,0.0,Taj City,Cash or Installment,3.0,Not Finished,Nasr City,Standard,Large,3111.1111111111113,1,0
Stand Alone Villa,11903730.0,3.0,3.0,250.0,No,0.0,Mountain View iCity,Installment,48.0,Semi Finished,Sheikh Zayed,Elite,Large,47614.92,1,0
Twin House,6450000.0,4.0,3.0,250.0,No,0.0,EL Patio Casa,Cash or Installment,3.0,Semi Finished,Shorouk City,Luxury,Large,25800.0,1,0
Stand Alone Villa,6847800.0,4.0,3.0,275.0,No,0.0,Badya Palm Hills,Cash or Installment,60.0,Semi Finished,6th of October,Luxury,Very Large,24901.090909090908,1,0
Stand Alone Villa,5500000.0,5.0,3.0,303.0,No,0.0,Unknown,Cash or Installment,0.0,Semi Finished,Sheikh Zayed,Luxury,Very Large,18151.81518151815,0,1
Stand Alone Villa,14900000.0,4.0,4.0,496.5,No,0.0,El Karma 4,Installment,0.0,Semi Finished,Sheikh Zayed,Elite,Very Large,30010.07049345418,1,1
Twin House,6000000.0,3.0,3.0,284.0,No,0.0,Jedar,Cash,0.0,Semi Finished,6th of October,Luxury,Very Large,21126.76056338028,1,1
Stand Alone Villa,11400000.0,4.0,4.0,449.0,No,0.0,Joulz,Installment,24.0,Semi Finished,Sheikh Zayed,Elite,Very Large,25389.755011135858,1,0
Stand Alone Villa,6658100.0,4.0,4.0,264.5,No,0.0,Badya Palm Hills,Installment,36.0,Semi Finished,6th of October,Luxury,Very Large,25172.400756143667,1,0
Twin House,8000000.0,5.0,5.0,700.0,No,0.0,Leena Springs,Cash,0.0,Semi Finished,New Cairo - El Tagamoa,Luxury,Very Large,11428.57142857143,1,1
Twin House,7250000.0,4.0,4.0,475.0,No,0.0,Concordia,Unknown Payment,0.0,Unknown ,New Cairo - El Tagamoa,Luxury,Very Large,15263.157894736842,1,1
Twin House,13000000.0,5.0,4.0,425.0,No,0.0,Villette,Cash,0.0,Finished,New Cairo - El Tagamoa,Elite,Very Large,30588.235294117647,1,1
Twin House,8100000.0,5.0,5.0,380.0,No,0.0,Hyde Park New Cairo,Installment,0.0,Semi Finished,New Cairo - El Tagamoa,Luxury,Very Large,21315.78947368421,1,1
Stand Alone Villa,13200000.0,4.0,4.0,446.0,Unknown,0.0,El Karma 4,Installment,0.0,Semi Finished,Sheikh Zayed,Elite,Very Large,29596.412556053812,1,1
